date,home,away,redzone_sucess_opp_homeAvg,redzone_rate_opp_homeAvg,redzone_sucess_homeAvg,redzone_rate_homeAvg
11/18/2007,Colts,Chiefs,1.642930427,0.604731667,2.363510276,0.489849041
11/18/2007,Eagles,Dolphins,1.392591998,0.36177302,1.273155507,0.35168544
11/18/2007,Jets,Steelers,1.727780338,0.507278085,1.116199055,0.424602061
11/18/2007,Texans,Saints,1.654574909,0.455623479,1.334149714,0.521851377
11/18/2007,Jaguars,Chargers,1.541756949,0.46045046,1.502070755,0.513178407
11/18/2007,Bengals,Cardinals,1.962146096,0.475365491,1.890057016,0.566640654
11/18/2007,Cowboys,Redskins,1.574218475,0.430467647,2.269792387,0.601818284
11/18/2007,Vikings,Raiders,1.114597227,0.300570045,0.956527137,0.345389947
11/18/2007,Seahawks,Bears,1.536260214,0.449292222,1.332730948,0.42462231
11/18/2007,Ravens,Browns,1.045355896,0.391767696,0.927384564,0.294777372
11/18/2007,Packers,Panthers,1.441928137,0.585144709,1.24089299,0.325685597
11/19/2007,Broncos,Titans,2.04542348,0.5012925,1.575791242,0.471898516
11/22/2007,Falcons,Colts,1.211955553,0.466204965,0.88198219,0.253990454
11/22/2007,Lions,Packers,2.094999669,0.532708939,1.791653122,0.478306007
11/22/2007,Cowboys,Jets,1.628198103,0.446282364,2.108528735,0.587941538
11/25/2007,Panthers,Saints,1.375729149,0.367939253,1.309267184,0.657729978
11/25/2007,Chiefs,Raiders,0.855137524,0.38539971,1.039532672,0.406359338
11/25/2007,Giants,Vikings,1.585601216,0.549802856,2.026967319,0.531295239
11/25/2007,Buccaneers,Redskins,1.53006997,0.647389323,1.231297191,0.440008225
11/25/2007,Rams,Seahawks,2.258168066,0.666542619,1.434947497,0.370213317
11/25/2007,Browns,Texans,2.136784866,0.50719359,2.053513152,0.632272457
11/25/2007,Patriots,Eagles,1.491437168,0.66114595,3.099941463,0.651941822
11/25/2007,Cardinals,49ers,1.860439794,0.557092976,1.791632681,0.627407446
11/25/2007,Chargers,Ravens,1.332340488,0.458479399,1.963913326,0.648689317
11/25/2007,Bengals,Titans,1.770980548,0.425107033,1.690045358,0.505650421
11/25/2007,Jaguars,Bills,1.388722133,0.416251779,1.771073927,0.556681248
11/25/2007,Bears,Broncos,1.363384719,0.376416646,1.001954902,0.346391003
11/26/2007,Steelers,Dolphins,1.145983357,0.416235929,2.241326849,0.618954548
11/29/2007,Cowboys,Packers,1.674788323,0.453348294,1.99950327,0.631910894
12/2/2007,Chiefs,Chargers,0.852331541,0.367632204,1.006003062,0.456693931
12/2/2007,Dolphins,Jets,1.810477818,0.552477207,1.512824434,0.458031308
12/2/2007,Redskins,Bills,1.884375531,0.55110588,1.829925176,0.564869137
12/2/2007,Bears,Giants,1.546671034,0.419297075,1.017780773,0.367085942
12/2/2007,Saints,Buccaneers,1.353232818,0.403934503,2.287375977,0.702467132
12/2/2007,Steelers,Bengals,1.148097154,0.405709037,2.150104838,0.599467434
12/2/2007,Eagles,Seahawks,1.435338101,0.354791768,1.641422004,0.454679552
12/2/2007,Cardinals,Browns,1.786211942,0.538968473,1.83789547,0.673693762
12/2/2007,Rams,Falcons,2.034541997,0.599413665,1.368151891,0.37770459
12/2/2007,Titans,Texans,1.256534937,0.455516695,1.151014087,0.340912881
12/2/2007,Colts,Jaguars,1.586030203,0.624785316,2.174789105,0.461551482
12/2/2007,Panthers,49ers,1.429426491,0.427007503,1.38278388,0.644162661
12/2/2007,Raiders,Broncos,1.692726228,0.525494319,0.973141909,0.313055935
12/2/2007,Vikings,Lions,1.257909022,0.361626359,0.981802362,0.330456823
12/3/2007,Ravens,Patriots,1.055784775,0.352287657,0.814089724,0.26140881
12/6/2007,Redskins,Bears,1.799259497,0.532620563,1.668535378,0.514711055
12/9/2007,49ers,Vikings,1.878067759,0.479708854,0.893102558,0.332658284
12/9/2007,Eagles,Giants,1.588469532,0.378103773,1.778249507,0.50515808
12/9/2007,Titans,Chargers,1.599644234,0.488271492,1.058218274,0.313428171
12/9/2007,Jets,Browns,1.558930307,0.494839007,0.982358386,0.362893703
12/9/2007,Bengals,Rams,1.64520361,0.441745523,1.945679024,0.518848986
12/9/2007,Ravens,Colts,1.117545429,0.378582888,0.924017616,0.328111051
12/9/2007,Lions,Cowboys,2.162536781,0.515296589,1.667850554,0.456069496
12/9/2007,Texans,Buccaneers,1.692592846,0.466271955,1.411217861,0.586072609
12/9/2007,Patriots,Steelers,1.527537304,0.647610372,3.359084146,0.673457231
12/9/2007,Jaguars,Panthers,1.354175209,0.490275285,1.726242251,0.56487759
12/9/2007,Packers,Raiders,1.408957355,0.527507321,1.695671211,0.461513999
12/9/2007,Bills,Dolphins,1.83046003,0.462241495,0.758985477,0.381798292
12/9/2007,Broncos,Chiefs,1.765219936,0.434525872,1.457284581,0.473900952
12/9/2007,Seahawks,Cardinals,1.322519915,0.412944179,1.724526931,0.514777666
12/10/2007,Falcons,Saints,1.354986689,0.443525984,0.792636045,0.292111491
12/13/2007,Texans,Broncos,1.82174445,0.508074492,1.379010542,0.629639283
12/15/2007,49ers,Bengals,1.991415866,0.493654979,0.91460927,0.397571063
12/16/2007,Cowboys,Eagles,1.577117995,0.464150382,2.015949766,0.607549156
12/16/2007,Browns,Bills,2.059180789,0.539408846,2.154492242,0.588049586
12/16/2007,Giants,Redskins,1.329143124,0.447100049,2.054736534,0.554469451
12/16/2007,Panthers,Seahawks,1.590037387,0.506284772,1.404934751,0.578877477
12/16/2007,Raiders,Colts,1.778223915,0.528028363,1.348945673,0.389573472
12/16/2007,Rams,Packers,2.016360809,0.605444163,1.390192591,0.428666465
12/16/2007,Chiefs,Titans,0.8715986,0.360323798,1.079114747,0.463260944
12/16/2007,Patriots,Jets,1.669267536,0.662760743,3.331676175,0.681500114
12/16/2007,Dolphins,Ravens,1.884136345,0.513013468,1.240901774,0.375718834
12/16/2007,Steelers,Jaguars,0.972285209,0.355602425,2.02865935,0.562911486
12/16/2007,Saints,Cardinals,1.303869018,0.379555498,2.341619457,0.744163773
12/16/2007,Buccaneers,Falcons,1.282362418,0.651800636,1.197478056,0.395882475
12/16/2007,Chargers,Lions,1.390069681,0.554309418,1.626236588,0.569295059
12/17/2007,Vikings,Bears,1.318871881,0.406899797,1.359401814,0.378203793
12/20/2007,Rams,Steelers,1.953091606,0.582043129,1.286172489,0.396591823
12/22/2007,Panthers,Cowboys,1.558822625,0.490382288,1.30033138,0.535777585
12/23/2007,Titans,Jets,1.685590279,0.553383226,1.279016318,0.397613518
12/23/2007,Bengals,Browns,1.570931463,0.424852944,1.783534424,0.48134819
12/23/2007,49ers,Buccaneers,1.930482363,0.543933912,0.908268174,0.40644482
12/23/2007,Vikings,Redskins,1.295232605,0.41591192,1.320096539,0.430630761
12/23/2007,Bills,Giants,1.684309008,0.442609545,0.809403304,0.400329122
12/23/2007,Saints,Eagles,1.295152172,0.438265292,2.289799606,0.724110941
12/23/2007,Lions,Chiefs,2.502697135,0.566882909,1.657291666,0.458968073
12/23/2007,Seahawks,Ravens,1.365927171,0.42916361,1.951430157,0.580626586
12/23/2007,Patriots,Dolphins,1.53357227,0.610955909,3.262833593,0.675320604
12/23/2007,Cardinals,Falcons,2.009361701,0.568749338,1.972686992,0.671882814
12/23/2007,Bears,Packers,1.791320379,0.458200639,1.094325828,0.34575263
12/23/2007,Colts,Texans,1.624365966,0.573760319,2.45011375,0.535053368
12/23/2007,Jaguars,Raiders,1.396022704,0.479713232,1.775222594,0.537345095
12/24/2007,Chargers,Broncos,1.435043975,0.562594279,1.72753347,0.579339184
12/29/2007,Giants,Patriots,1.329810722,0.449335983,1.788649763,0.500164811
12/30/2007,Colts,Titans,1.636368138,0.575532761,2.336182422,0.509596535
12/30/2007,Jets,Chiefs,1.470427206,0.495564043,1.098882108,0.338259379
12/30/2007,Eagles,Bills,1.335204944,0.358281874,1.505696688,0.44414146
12/30/2007,Raiders,Chargers,1.713659062,0.537444118,1.290743156,0.37957067
12/30/2007,Browns,49ers,1.777772488,0.466070218,2.013155368,0.586234224
12/30/2007,Broncos,Vikings,2.053551743,0.550759577,1.752504821,0.494629752
12/30/2007,Buccaneers,Panthers,1.272619567,0.598848291,1.335373445,0.41270734
12/30/2007,Dolphins,Bengals,1.828457882,0.531732854,1.18262677,0.37423736
12/30/2007,Ravens,Steelers,1.436381529,0.457031128,1.166221635,0.376324415
12/30/2007,Bears,Saints,1.80600035,0.49631456,1.06064832,0.355251359
12/30/2007,Packers,Lions,1.349816248,0.51735023,1.80597861,0.573426821
12/30/2007,Texans,Jaguars,1.775460003,0.514588096,1.726796908,0.671454851
12/30/2007,Falcons,Seahawks,1.477598735,0.479162293,0.830178219,0.351280719
12/30/2007,Cardinals,Rams,2.068173093,0.581138682,2.070883783,0.683612269
1/5/2008,Steelers,Jaguars,1.389084394,0.458781516,2.052639923,0.561602393
1/5/2008,Seahawks,Redskins,1.201985544,0.434898922,1.811821721,0.547632652
1/6/2008,Buccaneers,Giants,1.241812693,0.630674552,1.323938628,0.411147988
1/6/2008,Chargers,Titans,1.349675259,0.548714434,1.949042691,0.573361921
1/12/2008,Patriots,Jaguars,1.303659656,0.503874901,3.016659527,0.674945007
1/12/2008,Packers,Seahawks,1.371160291,0.506083947,1.681071352,0.533766787
1/13/2008,Cowboys,Giants,1.564543854,0.441041405,1.90271015,0.565007431
1/13/2008,Colts,Chargers,1.674054596,0.587209911,2.554109761,0.533420798
1/20/2008,Packers,Giants,1.256681966,0.467691466,1.713803789,0.534363707
1/20/2008,Patriots,Chargers,1.530127059,0.548891971,3.080755589,0.6756129
2/3/2008,Patriots,Giants,1.585554566,0.564813492,3.153461741,0.677069191
9/4/2008,Giants,Redskins,1.649199862,0.540190735,2.001705684,0.567839471
9/7/2008,Browns,Cowboys,1.793114226,0.475988404,1.988665814,0.568661053
9/7/2008,49ers,Cardinals,1.692075215,0.483856463,0.998544695,0.463389543
9/7/2008,Colts,Bears,1.630479022,0.568638111,2.44068458,0.531260245
9/7/2008,Dolphins,Jets,1.840344205,0.568124279,1.088847198,0.344361352
9/7/2008,Titans,Jaguars,1.593781772,0.54424656,1.192951402,0.417412071
9/7/2008,Patriots,Chiefs,1.44824431,0.516716704,3.155513644,0.68471679
9/7/2008,Ravens,Bengals,1.406476516,0.439794577,1.154830548,0.425162215
9/7/2008,Saints,Buccaneers,1.515028389,0.491383282,2.329024842,0.710678474
9/7/2008,Chargers,Panthers,1.214982489,0.532752855,1.919520661,0.588179861
9/7/2008,Bills,Seahawks,1.47935149,0.386495286,0.895079363,0.409326543
9/7/2008,Falcons,Lions,1.606585945,0.482574031,0.922948347,0.353470222
9/7/2008,Eagles,Rams,1.380165252,0.369120659,1.526583165,0.455009773
9/7/2008,Steelers,Texans,1.452304787,0.467138847,2.049124109,0.597608141
9/8/2008,Raiders,Broncos,1.986578047,0.561701844,1.270753404,0.431034524
9/8/2008,Packers,Vikings,1.328467118,0.475368312,2.055675691,0.574336428
9/14/2008,Browns,Steelers,1.728843994,0.517770498,1.855657793,0.530627272
9/14/2008,Bengals,Titans,1.785391245,0.483280885,1.736346663,0.479636222
9/14/2008,Chiefs,Raiders,1.152458706,0.374404451,1.205634356,0.522059746
9/14/2008,Jets,Patriots,1.330207366,0.496704464,1.085920448,0.349334976
9/14/2008,Rams,Giants,2.093223173,0.581377314,1.181482847,0.445495556
9/14/2008,Vikings,Colts,1.413508487,0.458903811,1.493504825,0.514793007
9/14/2008,Jaguars,Bills,1.96102492,0.610543254,2.234819713,0.61720603
9/14/2008,Panthers,Bears,1.514657613,0.493571216,1.247993824,0.491498585
9/14/2008,Buccaneers,Falcons,1.425107706,0.649499904,1.358267837,0.448109867
9/14/2008,Lions,Packers,2.654934775,0.59772782,1.536334296,0.467474172
9/14/2008,Redskins,Saints,1.711854838,0.518878057,1.687893832,0.500587588
9/14/2008,Seahawks,49ers,1.737395328,0.486441116,1.787685444,0.553896347
9/14/2008,Cardinals,Dolphins,1.902731279,0.521901117,2.193325434,0.656803358
9/14/2008,Broncos,Chargers,2.012009687,0.541252695,1.65602382,0.472393211
9/15/2008,Cowboys,Eagles,1.513853101,0.469617066,1.92688738,0.582432427
9/21/2008,Patriots,Dolphins,1.356895816,0.48975326,2.868483925,0.698865859
9/21/2008,Eagles,Steelers,0.993306426,0.26209245,2.031156189,0.492507553
9/21/2008,Packers,Cowboys,1.525066197,0.483899977,2.006767407,0.585456318
9/21/2008,Vikings,Panthers,1.545270709,0.506160663,1.608563383,0.511704148
9/21/2008,Colts,Jaguars,1.525935935,0.585353025,2.062262017,0.482076822
9/21/2008,Redskins,Cardinals,1.566014491,0.479311944,1.556279719,0.61222132
9/21/2008,Bills,Raiders,1.146037552,0.301712227,0.870069809,0.408293444
9/21/2008,Bears,Buccaneers,1.537499749,0.45447922,1.153045395,0.428159007
9/21/2008,Giants,Bengals,1.438738616,0.632438169,1.820755781,0.525153833
9/21/2008,Ravens,Browns,1.445807819,0.476917977,1.210837794,0.428156078
9/21/2008,Titans,Texans,1.437556309,0.485443662,1.308314436,0.519546721
9/21/2008,49ers,Lions,1.667231548,0.412842679,0.75398281,0.393624837
9/21/2008,Broncos,Saints,2.018812985,0.570588569,1.93712164,0.532784538
9/21/2008,Seahawks,Rams,1.589905251,0.487360107,1.424543943,0.440697725
9/21/2008,Falcons,Chiefs,1.656455435,0.596163182,1.328347705,0.396133941
9/22/2008,Chargers,Jets,1.311266077,0.50868533,1.616598584,0.538035031
9/28/2008,Bengals,Browns,1.487201777,0.42694414,1.285267112,0.3972864
9/28/2008,Rams,Bills,2.419635502,0.613734602,0.73619104,0.280247769
9/28/2008,Raiders,Chargers,1.971593615,0.66758601,1.359611894,0.522339481
9/28/2008,Panthers,Falcons,1.335181675,0.499794093,1.354701947,0.48045716
9/28/2008,Bears,Eagles,1.628388228,0.488920172,1.107677801,0.439937591
9/28/2008,Cowboys,Redskins,1.690443859,0.500740137,2.325287331,0.665445082
9/28/2008,Titans,Vikings,1.339960285,0.487345123,1.441047565,0.54967434
9/28/2008,Buccaneers,Packers,0.931768351,0.428707313,1.416605466,0.42281812
9/28/2008,Jaguars,Texans,1.992304362,0.663231714,1.869635602,0.522466901
9/28/2008,Saints,49ers,1.549818229,0.46209908,1.819344387,0.651453303
9/28/2008,Chiefs,Broncos,1.27007608,0.450038175,1.109453327,0.60313113
9/28/2008,Jets,Cardinals,1.402865845,0.446074656,1.235583878,0.405853246
9/29/2008,Steelers,Ravens,1.325827491,0.430050359,2.42523375,0.747943136
10/5/2008,Lions,Bears,2.619544309,0.612297807,1.350466854,0.475498073
10/5/2008,Ravens,Titans,1.118578168,0.400124684,1.340589608,0.386353932
10/5/2008,Broncos,Buccaneers,2.182318687,0.575728633,2.432690258,0.559362919
10/5/2008,Dolphins,Chargers,2.186448766,0.64207832,1.343136218,0.436789005
10/5/2008,Eagles,Redskins,1.125650877,0.331368666,1.876796451,0.433156421
10/5/2008,Jaguars,Steelers,2.173261113,0.719607387,1.755489155,0.484674796
10/5/2008,49ers,Patriots,1.294806936,0.32206452,1.31017008,0.45331496
10/5/2008,Packers,Falcons,1.263718178,0.378430473,1.997995759,0.574619783
10/5/2008,Texans,Colts,2.807604662,0.735720969,1.763592514,0.583864662
10/5/2008,Cowboys,Bengals,1.576327529,0.474806404,2.119981171,0.5923867
10/5/2008,Panthers,Chiefs,1.106798634,0.415159938,1.292617455,0.563521869
10/5/2008,Cardinals,Bills,1.64961308,0.517562335,2.107090814,0.595786203
10/5/2008,Giants,Seahawks,1.184797917,0.531350784,1.845466659,0.544663005
10/6/2008,Saints,Vikings,1.611512128,0.450985417,2.01675617,0.664718801
10/12/2008,Vikings,Lions,1.776684397,0.622534719,1.106918461,0.45183083
10/12/2008,Redskins,Rams,1.615846352,0.583527137,1.875663425,0.587370848
10/12/2008,Broncos,Jaguars,2.349074965,0.576940553,2.25306548,0.515223045
10/12/2008,Seahawks,Packers,1.611551123,0.487349691,1.627006721,0.438042437
10/12/2008,Falcons,Bears,1.69313799,0.625008723,1.220367548,0.342948483
10/12/2008,Jets,Bengals,1.816363729,0.503607401,1.533272464,0.424193999
10/12/2008,49ers,Eagles,1.383202026,0.340779508,1.249756594,0.422446167
10/12/2008,Buccaneers,Panthers,0.921383345,0.362495363,1.600089531,0.424251308
10/12/2008,Texans,Dolphins,2.692215341,0.729277302,1.808318247,0.599413079
10/12/2008,Chargers,Patriots,1.815562415,0.484924097,2.040557661,0.535044538
10/12/2008,Cardinals,Cowboys,1.987916182,0.539882088,2.535096032,0.598555915
10/12/2008,Colts,Ravens,1.248727275,0.452799233,2.250891511,0.605626562
10/12/2008,Saints,Raiders,1.555820185,0.431024018,2.056782396,0.65457575
10/13/2008,Browns,Giants,2.021569371,0.62183502,1.320783394,0.44205106
10/19/2008,Chiefs,Titans,1.498822296,0.472570835,1.538689197,0.586895127
10/19/2008,Bengals,Steelers,1.683573198,0.463575101,1.243228741,0.479755475
10/19/2008,Dolphins,Ravens,1.8650849,0.554445984,1.828061348,0.605257825
10/19/2008,Redskins,Browns,1.564849521,0.561370359,1.755369411,0.644623493
10/19/2008,Raiders,Jets,2.077824616,0.656323031,1.082454168,0.400122273
10/19/2008,Buccaneers,Seahawks,0.950396351,0.38810582,1.512108824,0.410616532
10/19/2008,Bills,Chargers,0.95384064,0.253755073,1.515944693,0.519703496
10/19/2008,Texans,Lions,2.795599106,0.785475387,2.025978883,0.634779852
10/19/2008,Giants,49ers,1.022812127,0.41977301,2.021928189,0.521011266
10/19/2008,Panthers,Saints,0.798114605,0.305083511,1.187781415,0.572591336
10/19/2008,Rams,Cowboys,2.445863456,0.621820401,0.645760216,0.264687973
10/19/2008,Packers,Colts,1.443733661,0.395653262,1.616010138,0.56212963
10/19/2008,Bears,Vikings,1.511340188,0.530943291,1.485292385,0.480519273
10/20/2008,Patriots,Broncos,1.903172941,0.577881094,2.219825194,0.584917585
10/26/2008,Cowboys,Buccaneers,1.7087501,0.501962169,1.923368534,0.599005041
10/26/2008,49ers,Seahawks,1.672517081,0.391186657,1.456288277,0.467983208
10/26/2008,Steelers,Giants,1.263690553,0.467779798,1.801069434,0.569240667
10/26/2008,Jaguars,Browns,2.15700278,0.711695906,1.698728287,0.577738044
10/26/2008,Lions,Redskins,2.383361036,0.539216563,1.016060202,0.487837367
10/26/2008,Patriots,Rams,1.934652026,0.559424298,2.083802036,0.55858682
10/26/2008,Dolphins,Bills,1.881131377,0.549920321,1.868011434,0.661957567
10/26/2008,Eagles,Falcons,1.096531269,0.446097161,1.698700411,0.403232445
10/26/2008,Panthers,Cardinals,0.944303509,0.351170599,1.006716587,0.493421786
10/26/2008,Jets,Chiefs,2.0898991,0.5805935,2.059180674,0.491891856
10/26/2008,Ravens,Raiders,1.072130277,0.374988839,1.197722867,0.428520114
10/26/2008,Texans,Bengals,2.701652895,0.810806957,2.022911236,0.61886473
10/26/2008,Saints,Chargers,1.279470324,0.362092389,2.172895701,0.583084132
10/27/2008,Titans,Colts,1.2276889,0.585610416,1.760939365,0.592659083
11/2/2008,Raiders,Falcons,2.197990402,0.698180154,0.958687074,0.341241197
11/2/2008,Seahawks,Eagles,1.757286998,0.479805961,1.439583445,0.473259703
11/2/2008,Rams,Cardinals,2.23850659,0.671475997,0.744950742,0.28704569
11/2/2008,Bills,Jets,1.499359563,0.389015356,1.552145105,0.515202854
11/2/2008,Broncos,Dolphins,2.066421075,0.552613541,2.079923633,0.532689883
11/2/2008,Colts,Patriots,1.35701174,0.423504297,2.234399506,0.67161134
11/2/2008,Titans,Packers,1.222333641,0.585973035,1.805843818,0.646102831
11/2/2008,Bengals,Jaguars,2.072021605,0.533449682,1.195818014,0.531266488
11/2/2008,Bears,Lions,1.420356246,0.494597528,1.558416792,0.473144585
11/2/2008,Chiefs,Buccaneers,1.521229212,0.512745218,1.304031114,0.508420401
11/2/2008,Browns,Ravens,1.882831904,0.661643746,1.441638122,0.427686178
11/2/2008,Vikings,Texans,1.596573338,0.568468152,0.960198241,0.379636003
11/2/2008,Giants,Cowboys,1.014055384,0.381356174,1.978701401,0.507086439
11/3/2008,Redskins,Steelers,1.343886528,0.47998137,1.785403647,0.652812214
11/6/2008,Browns,Broncos,1.911557333,0.708782351,1.498692582,0.432283177
11/9/2008,Raiders,Panthers,2.177782991,0.677953376,0.912703327,0.329278489
11/9/2008,Texans,Ravens,2.195726832,0.749599158,2.27953014,0.696689455
11/9/2008,Bears,Titans,1.577503897,0.505083279,1.602346801,0.495228516
11/9/2008,Lions,Jaguars,2.2662309,0.503751534,1.081860492,0.606703532
11/9/2008,Patriots,Bills,1.588375363,0.539015609,2.255824785,0.572619409
11/9/2008,Chargers,Chiefs,1.827696064,0.522515755,1.926243232,0.505333253
11/9/2008,Steelers,Colts,1.211969683,0.440627099,1.831813767,0.513709259
11/9/2008,Dolphins,Seahawks,1.752807663,0.511766974,1.779843658,0.586270844
11/9/2008,Vikings,Packers,1.653469337,0.58383899,1.196156409,0.40316294
11/9/2008,Eagles,Giants,1.061114576,0.434718119,1.871207489,0.420156594
11/9/2008,Falcons,Saints,1.707625844,0.634388817,1.24739566,0.385583286
11/9/2008,Jets,Rams,1.956673004,0.544356568,2.051365884,0.56021083
11/10/2008,Cardinals,49ers,1.70045968,0.505170489,2.735634785,0.611572689
11/13/2008,Patriots,Jets,1.642768237,0.589457163,2.056946471,0.53297209
11/16/2008,Redskins,Cowboys,1.421226277,0.539201247,1.586848464,0.575778577
11/16/2008,Steelers,Chargers,1.047081931,0.382198048,1.925604283,0.531881492
11/16/2008,Bengals,Eagles,2.065348326,0.584923056,1.085017558,0.48204113
11/16/2008,Jaguars,Titans,2.25897908,0.734806555,1.56980277,0.600094883
11/16/2008,Dolphins,Raiders,1.79208506,0.566240079,1.705343809,0.580639683
11/16/2008,Buccaneers,Vikings,0.815029219,0.41135522,1.353402682,0.371187853
11/16/2008,Falcons,Broncos,1.527038541,0.565267245,1.351653263,0.404533108
11/16/2008,Seahawks,Cardinals,1.603833309,0.451959511,1.233651673,0.473504961
11/16/2008,Chiefs,Saints,1.638828729,0.48638004,1.481739664,0.532446345
11/16/2008,Giants,Ravens,0.907846543,0.350410566,2.217809514,0.524769678
11/16/2008,Panthers,Lions,1.048342282,0.364239505,1.110938867,0.488965468
11/16/2008,Colts,Texans,1.382382482,0.402371389,2.266905417,0.745743338
11/16/2008,49ers,Rams,1.655224979,0.475188696,1.298596819,0.418615949
11/16/2008,Packers,Bears,1.497496228,0.456240728,1.673361888,0.539624083
11/17/2008,Bills,Browns,1.497868577,0.36332962,1.448599847,0.466718349
11/20/2008,Steelers,Bengals,1.147463332,0.414030479,1.916411819,0.542529277
11/23/2008,Rams,Bears,2.271530808,0.614833983,0.608551273,0.30484873
11/23/2008,Browns,Texans,1.810303177,0.654263589,1.573630658,0.45249367
11/23/2008,Broncos,Raiders,2.156105812,0.564407392,1.976582432,0.622933136
11/23/2008,Jaguars,Vikings,2.203569139,0.709257764,1.936793385,0.628768662
11/23/2008,Titans,Jets,1.465597408,0.647486973,1.905810612,0.621479538
11/23/2008,Seahawks,Redskins,1.502728858,0.505103456,1.197129106,0.458596645
11/23/2008,Chargers,Colts,2.050924396,0.597239135,2.052071544,0.507152946
11/23/2008,Lions,Buccaneers,2.620290079,0.55930057,1.287488655,0.597558275
11/23/2008,Dolphins,Patriots,1.676494619,0.538383886,1.597562487,0.621345796
11/23/2008,Cardinals,Giants,1.531453002,0.536127492,2.623526166,0.572097381
11/23/2008,Chiefs,Bills,1.701219472,0.495035567,1.52866429,0.582202199
11/23/2008,Cowboys,49ers,1.920291918,0.529039036,1.644856116,0.665683348
11/23/2008,Ravens,Eagles,0.958700792,0.331338981,1.647706399,0.505180193
11/23/2008,Falcons,Panthers,1.449252745,0.529161932,1.440451445,0.420684893
11/24/2008,Saints,Packers,1.60826204,0.418392967,2.13980173,0.55706438
11/27/2008,Lions,Titans,2.596663944,0.561512575,1.263118389,0.576366543
11/27/2008,Cowboys,Seahawks,1.854705281,0.533629534,1.574719563,0.65131597
11/27/2008,Eagles,Cardinals,1.156074968,0.372705252,1.944291148,0.465149942
11/30/2008,Bills,49ers,1.525108944,0.376850931,1.488044738,0.483094275
11/30/2008,Bengals,Ravens,1.858672942,0.569485511,1.115570089,0.48102668
11/30/2008,Browns,Colts,1.82652722,0.638649717,1.510048442,0.437461748
11/30/2008,Redskins,Giants,1.438195346,0.547516054,1.379993653,0.513404374
11/30/2008,Patriots,Steelers,1.747877628,0.595123855,2.06596947,0.540127893
11/30/2008,Rams,Dolphins,2.547034497,0.652460962,0.656066666,0.328557397
11/30/2008,Raiders,Chiefs,1.981537329,0.63813501,0.674471298,0.241447354
11/30/2008,Chargers,Falcons,1.84882489,0.531692546,1.964846283,0.49007012
11/30/2008,Jets,Broncos,1.765945636,0.485861744,2.290838803,0.542801293
11/30/2008,Buccaneers,Saints,0.924713246,0.471320818,1.280766531,0.331173688
11/30/2008,Packers,Panthers,1.31711432,0.461995643,1.729930464,0.60050011
11/30/2008,Vikings,Bears,1.569628792,0.589644293,1.268752568,0.557702746
12/1/2008,Texans,Jaguars,2.337971039,0.755941083,2.032375085,0.597642926
12/4/2008,Chargers,Raiders,1.860778615,0.537268924,1.873265012,0.472580321
12/7/2008,Bills,Dolphins,1.563607529,0.400345785,1.814289695,0.506188044
12/7/2008,Giants,Eagles,1.387421299,0.432657875,2.61564991,0.528050841
12/7/2008,Lions,Vikings,2.467806727,0.558845501,1.228100244,0.61055547
12/7/2008,Steelers,Cowboys,1.109687736,0.3965058,1.825686242,0.513501967
12/7/2008,Packers,Texans,1.751498523,0.498939348,1.94140278,0.632515632
12/7/2008,Seahawks,Patriots,1.622941341,0.52648201,1.383210624,0.518599222
12/7/2008,Bears,Jaguars,1.763080397,0.516973934,1.692807615,0.545688274
12/7/2008,Ravens,Redskins,1.038962561,0.314222808,1.653018306,0.558234981
12/7/2008,49ers,Jets,1.694355251,0.491531791,1.680176283,0.453407681
12/7/2008,Broncos,Chiefs,2.161414178,0.577762168,1.912248044,0.60892473
12/7/2008,Titans,Browns,1.629552985,0.655821764,1.763506015,0.607168274
12/7/2008,Saints,Falcons,1.891141575,0.481949537,2.447058758,0.566541244
12/7/2008,Cardinals,Rams,1.902676498,0.583244143,2.619721128,0.575200261
12/7/2008,Colts,Bengals,1.430715365,0.413835383,2.205684126,0.720161682
12/8/2008,Panthers,Buccaneers,1.302305216,0.370958427,1.356059734,0.48743274
12/11/2008,Bears,Saints,1.808144699,0.522303835,1.638838853,0.54212922
12/14/2008,Ravens,Steelers,0.959229422,0.290108396,1.616010632,0.545344323
12/14/2008,Falcons,Buccaneers,1.621659414,0.534163721,1.783847587,0.467384132
12/14/2008,Texans,Titans,2.137858542,0.673596263,1.772260883,0.499148707
12/14/2008,Dolphins,49ers,1.51277576,0.451332945,1.70132475,0.634748046
12/14/2008,Cardinals,Vikings,2.255554086,0.605593008,2.648774648,0.610975181
12/14/2008,Cowboys,Giants,1.696156332,0.464169085,1.820818457,0.684933459
12/14/2008,Bengals,Redskins,1.902586233,0.573388707,1.006539784,0.427997146
12/14/2008,Jaguars,Packers,1.947169031,0.617193343,1.851434674,0.611429762
12/14/2008,Rams,Seahawks,2.34672982,0.635137671,0.478631347,0.259709639
12/14/2008,Chiefs,Chargers,1.899639857,0.462575426,1.582367417,0.581514644
12/14/2008,Raiders,Patriots,1.819707224,0.610781724,0.821362152,0.263922008
12/14/2008,Panthers,Broncos,1.383479238,0.387707297,1.707373838,0.540807326
12/14/2008,Colts,Lions,1.307977738,0.368683174,2.023818306,0.661820735
12/14/2008,Jets,Bills,1.661076097,0.471535858,2.190028836,0.499239748
12/15/2008,Eagles,Browns,1.347511105,0.476257322,2.109099289,0.449726799
