date,home,away,first_downs_opp_homeAvg,first_downs_homeAvg,third_downs_opp_homeAvg,third_downs_homeAvg,fourth_downs_opp_homeAvg,fourth_downs_homeAvg
11/5/2006,Ravens,Bengals,15.42806381,16.44488704,4.62159565,5.669773878,2.902763043,2.783071422
11/5/2006,Lions,Falcons,19.35431376,17.52488597,4.626490235,4.085646742,2.416475988,2.359551409
11/5/2006,Chargers,Browns,15.76390082,21.28903115,3.888926847,6.502994636,3.15097752,2.905950266
11/5/2006,Jaguars,Titans,15.75058822,18.07850919,4.814477048,5.200308713,3.05477865,3.018399633
11/6/2006,Seahawks,Raiders,17.42313496,19.50386456,5.434177582,5.924822574,3.428183667,3.550333282
11/12/2006,Jaguars,Texans,15.47029485,17.81684415,4.732219178,5.113581629,3.219236488,2.915546661
11/12/2006,Cardinals,Cowboys,17.43393269,17.28589073,5.294769801,4.893303106,3.170326849,3.125021964
11/12/2006,Dolphins,Chiefs,17.39592535,18.58862377,5.719243764,5.441772728,3.670614146,2.81604732
11/12/2006,Falcons,Browns,20.9892821,19.87782849,4.389690597,5.574132858,1.686341575,3.405953994
11/12/2006,Raiders,Broncos,15.87890656,15.36222543,5.555193396,4.699505356,2.985838584,3.302109142
11/12/2006,Lions,49ers,20.12603483,17.96630951,5.047019473,4.00698456,3.090107195,2.218764364
11/12/2006,Patriots,Jets,16.52602117,21.27080887,5.23810418,5.811207839,2.865785924,2.48878627
11/12/2006,Colts,Bills,19.65649873,23.13546477,5.325917135,6.584483128,2.788781981,3.358642684
11/12/2006,Vikings,Packers,17.95683268,16.10012394,4.705596781,4.484340542,2.614558843,2.635732496
11/12/2006,Giants,Bears,17.8386601,20.42268996,6.052608102,5.400716545,3.786621669,2.665926945
11/12/2006,Seahawks,Rams,18.89566109,18.97678549,5.543086105,5.756024988,3.785763934,3.151789218
11/12/2006,Titans,Ravens,21.10952342,16.25952069,4.769775756,4.027498519,3.2379592,2.318563617
11/12/2006,Eagles,Redskins,20.10275396,19.12332905,5.669318012,4.79232382,3.304516718,1.930628515
11/12/2006,Steelers,Saints,16.50118449,19.43608715,5.356090671,6.095563706,3.468989904,3.077815894
11/12/2006,Bengals,Chargers,21.39377302,19.23182875,5.19415851,4.893322238,2.558569139,3.191529059
11/13/2006,Panthers,Buccaneers,18.27940963,17.39039524,4.241631549,3.527778237,2.621191611,1.069057281
11/19/2006,Jets,Bears,21.9102252,17.39367953,5.968754268,5.431203,3.038098685,3.562358089
11/19/2006,Packers,Patriots,19.33176794,20.83876846,4.574707422,5.454188923,2.399569351,3.01160113
11/19/2006,Eagles,Titans,19.52960514,18.77332179,5.481980535,4.750331996,3.11934259,2.187057366
11/19/2006,Panthers,Rams,19.2130718,17.28504377,4.433200684,3.445267209,2.317418896,1.29378937
11/19/2006,Saints,Bengals,17.03308478,18.98058281,5.242766059,5.875663561,2.800980891,2.823686325
11/19/2006,Cardinals,Lions,18.62531982,17.55469579,4.955947154,4.980507732,3.093107017,2.831537966
11/19/2006,Chiefs,Raiders,18.1364262,20.14403207,4.585687677,5.785130457,2.543479578,3.138672275
11/19/2006,49ers,Seahawks,20.56654699,14.07162054,6.300127297,3.56628881,2.946759253,2.75841031
11/19/2006,Buccaneers,Redskins,17.90241201,15.06404387,4.847333043,4.551984871,1.793990348,2.718454032
11/19/2006,Browns,Steelers,17.68121689,16.5739753,5.501749866,4.647691969,2.214585082,2.585512241
11/19/2006,Cowboys,Colts,16.69398572,21.08807203,4.464720138,6.672432072,2.767053829,3.182006752
11/19/2006,Texans,Bills,20.55172898,17.98434816,5.622251775,4.721118269,3.198339579,2.987745626
11/19/2006,Ravens,Falcons,15.61459365,17.30487186,4.32167534,5.995742035,2.991692159,2.817982721
11/19/2006,Dolphins,Vikings,17.72896475,18.50141926,5.600628109,5.657638815,3.749300304,2.528387518
11/19/2006,Broncos,Chargers,17.99083341,18.19609799,4.418437231,5.57923344,1.68200478,3.145613111
11/20/2006,Jaguars,Giants,15.29873126,17.73949845,4.822262231,5.07048311,3.009100437,3.193779434
11/23/2006,Lions,Dolphins,19.91185366,18.05412873,5.426591137,4.089044276,2.642232764,2.681172692
11/23/2006,Chiefs,Broncos,18.05114278,19.44446687,4.861646129,5.460972656,3.001849328,2.858324115
11/23/2006,Cowboys,Buccaneers,16.80974838,20.91682989,4.780575722,6.88134835,3.235287405,2.763954872
11/26/2006,Browns,Bengals,17.48385115,15.86178119,5.561946068,4.440201833,2.63200722,2.458224014
11/26/2006,Falcons,Saints,19.48089446,19.33457371,4.342425196,5.344897546,2.056405646,3.462020042
11/26/2006,Redskins,Panthers,18.9209701,17.28302012,5.881913037,5.003350725,3.530301086,2.683667075
11/26/2006,Patriots,Bears,17.22808408,21.74145536,5.155259685,5.743504125,2.459913315,2.993134262
11/26/2006,Rams,49ers,18.75245985,20.14441215,5.928183622,5.303179582,3.294044787,2.443924955
11/26/2006,Chargers,Raiders,18.37291161,21.36100565,4.437375955,6.539828949,2.852147237,3.063471078
11/26/2006,Titans,Giants,20.52536949,16.16531617,5.12448774,4.200849033,3.2760686,2.446134281
11/26/2006,Jets,Texans,21.88844735,17.57057123,5.667263219,5.528203576,3.004626362,3.343015491
11/26/2006,Ravens,Steelers,15.95077672,17.56561605,4.42907881,6.101734161,3.219063295,2.669401982
11/26/2006,Bills,Jaguars,20.61177594,14.3971411,5.260585817,3.67977689,2.939985108,1.6738481
11/26/2006,Vikings,Cardinals,16.75221082,15.85078684,4.989595905,4.710311453,2.41301933,2.709887376
11/26/2006,Colts,Eagles,19.18188239,23.30112348,5.484978687,6.053025511,3.019185048,2.949390416
11/27/2006,Seahawks,Packers,18.10007169,18.99886143,5.27337345,5.375091013,3.099335963,3.259908861
11/30/2006,Bengals,Ravens,22.45682077,19.34790337,5.706353054,4.477133601,2.998683463,2.836766512
12/3/2006,Dolphins,Jaguars,18.06464301,18.0179293,5.336345213,5.739389584,3.518142892,3.241252591
12/3/2006,Packers,Jets,18.9945805,18.78762252,5.012301056,5.335827859,2.602979058,2.607094785
12/3/2006,Raiders,Texans,16.37724017,14.95784604,5.131444906,4.898017289,3.069946869,2.924525738
12/3/2006,Redskins,Falcons,18.92758698,16.96764136,5.922857507,4.872757656,3.768137315,2.641954905
12/3/2006,Steelers,Buccaneers,17.18512954,20.53266289,5.722624596,6.050167686,3.223559592,3.284301689
12/3/2006,Titans,Colts,20.83579328,15.85048823,5.642993408,4.169445078,3.953695501,2.235558718
12/3/2006,Giants,Cowboys,18.63344853,19.42742727,6.738921632,4.96681347,3.791417273,2.560012719
12/3/2006,Broncos,Seahawks,17.86829999,17.74406177,4.851125191,5.379277793,1.819643213,3.229722927
12/3/2006,Rams,Cardinals,18.8033715,18.98667333,5.934362606,4.97665972,3.611499029,2.163121694
12/3/2006,Bills,Chargers,20.47406216,14.65010809,5.310256419,3.721568196,3.18995686,1.629836792
12/3/2006,Bears,Vikings,14.77132876,18.17190415,3.972400109,5.374747095,2.250952504,3.088479718
12/3/2006,Patriots,Lions,15.94826683,21.80926557,4.716917127,5.977558354,2.245843103,2.941363244
12/3/2006,Browns,Chiefs,18.12871946,15.77376834,5.599284294,4.716620501,2.320318606,2.932694818
12/3/2006,Saints,49ers,16.98021897,20.70483423,5.267725536,6.324387186,2.933665637,3.002869083
12/4/2006,Eagles,Panthers,18.46898731,19.07669753,5.090742821,5.43664937,2.601222808,3.350663218
12/7/2006,Steelers,Browns,17.29398144,20.08922404,5.558693702,5.582999599,3.345624594,3.030414651
12/10/2006,Buccaneers,Falcons,18.48812449,14.70116303,5.076690894,4.624267969,2.69982074,2.525045155
12/10/2006,Chiefs,Ravens,17.76267136,19.8230492,5.008261211,5.321713732,2.477224089,3.141111129
12/10/2006,Panthers,Giants,17.3519111,17.36121555,4.034019567,4.029774186,2.042046764,1.987990242
12/10/2006,Jets,Bills,20.85537209,17.2788174,5.645684697,5.424927135,2.534280412,3.618119987
12/10/2006,Cowboys,Saints,16.67264919,21.82513938,4.996529982,6.704678994,2.672543834,3.276051019
12/10/2006,Redskins,Eagles,18.59940567,16.74565162,5.929012715,4.773522828,3.467477211,2.720716082
12/10/2006,49ers,Packers,19.95974931,15.46155975,5.746905125,4.258199368,3.187816068,2.315577483
12/10/2006,Texans,Titans,19.46278827,18.89163254,5.303062411,5.319916037,3.251261969,2.753183315
12/10/2006,Lions,Vikings,19.83221699,17.65228183,5.602011814,3.803161098,2.628162632,2.375501417
12/10/2006,Dolphins,Patriots,17.46225848,18.11423928,4.942630532,5.938415007,3.424106869,2.980856538
12/10/2006,Bengals,Raiders,21.2631703,19.70876578,5.55519395,4.680290336,3.065562584,2.702611815
12/10/2006,Cardinals,Seahawks,19.82677652,18.26712899,5.450446925,4.833608152,2.962845154,3.274847417
12/10/2006,Jaguars,Colts,15.45769543,17.99154781,4.88863785,5.015818506,2.612885214,3.737098662
12/10/2006,Chargers,Broncos,18.12167377,20.80158466,4.670622806,6.298251753,2.973959616,2.711211603
12/11/2006,Rams,Bears,18.95492592,19.42232569,5.844505637,5.277663767,3.302616246,2.694311044
12/14/2006,Seahawks,49ers,17.39312935,18.98126253,5.017872112,4.696981271,2.907780076,2.801865135
12/16/2006,Falcons,Cowboys,20.14629312,18.4702261,4.996607979,4.851806772,2.789078684,2.910366192
12/17/2006,Raiders,Rams,15.64143639,15.36266556,4.567973484,4.773120571,2.703685469,2.877005241
12/17/2006,Panthers,Steelers,17.45975796,17.46835421,4.259773143,4.012878439,2.521824529,1.763528194
12/17/2006,Saints,Redskins,16.6864983,21.0076106,4.945056126,6.51781474,2.834401768,3.17952403
12/17/2006,Vikings,Jets,15.81186537,18.37618691,4.356082376,4.924939699,2.47257647,3.092671849
12/17/2006,Packers,Lions,20.67668127,18.70176022,5.090158907,5.243599025,2.504693941,2.469647741
12/17/2006,Chargers,Chiefs,17.91943023,20.47060434,4.940948003,6.107718391,3.375578121,2.501409244
12/17/2006,Cardinals,Broncos,20.36211206,18.75474751,5.415276741,5.016091605,3.121902985,3.019152507
12/17/2006,Bills,Dolphins,20.12899016,14.58708968,4.855455823,4.01716325,2.86383081,2.333476744
12/17/2006,Giants,Eagles,19.04636247,19.49467507,6.420117997,5.336151854,3.483091913,2.682753619
12/17/2006,Titans,Jaguars,20.6201181,16.60400541,5.976376544,4.332377593,3.344541286,2.759601974
12/17/2006,Ravens,Browns,15.32496514,17.77223993,3.847781619,5.985278572,2.828708862,3.205134304
12/17/2006,Bears,Buccaneers,15.8925474,17.44220566,4.265184421,5.261955909,2.599627944,2.79659093
12/17/2006,Patriots,Texans,16.72272356,21.80927383,4.892188463,5.888291939,1.927188085,3.361526417
12/18/2006,Colts,Bengals,19.90680504,23.05622846,5.57630892,6.225340017,3.36211924,2.82557055
12/21/2006,Packers,Vikings,19.99268883,18.80032277,4.896924238,5.35065882,2.579649442,2.261009713
12/23/2006,Raiders,Chiefs,16.7420499,15.23695084,4.759971865,4.949986149,3.033204224,2.751145194
12/24/2006,Falcons,Panthers,19.76489967,18.07381632,5.295134081,4.873613286,3.276520079,2.642215422
12/24/2006,Browns,Buccaneers,19.75780254,15.62769178,6.424483011,4.643640534,2.747362031,3.119449065
12/24/2006,Giants,Saints,19.32787566,19.03511535,6.303066201,5.186146766,3.581164193,2.658813917
12/24/2006,Steelers,Ravens,16.77855445,20.09038751,5.534304378,5.895966492,2.908834295,3.754960894
12/24/2006,Seahawks,Chargers,17.74696438,18.98738081,5.143944359,4.704856702,3.213156952,2.51733973
12/24/2006,49ers,Cardinals,20.2165362,14.84696196,5.989597474,4.060883009,3.332853534,2.174608489
12/24/2006,Jaguars,Patriots,16.38581831,18.36241505,5.271607337,4.818424437,2.718319495,3.370008958
12/24/2006,Lions,Bears,20.108985,18.25650109,5.578990919,3.917030717,2.590951498,2.302132016
12/24/2006,Broncos,Bengals,18.01330204,17.31827943,4.894719297,4.907006217,2.28630468,2.798032002
12/24/2006,Texans,Colts,19.62380085,17.96720238,5.162014741,4.824426917,3.051199028,2.512959349
12/24/2006,Bills,Titans,19.66775594,14.5687619,5.028299839,4.028631763,3.185353357,2.133778777
12/24/2006,Rams,Redskins,19.51877349,20.70079391,5.915082596,5.312662661,2.695234231,3.182045762
12/25/2006,Cowboys,Eagles,18.11608274,21.30771009,5.427323017,6.206601357,2.773911972,2.811265645
12/25/2006,Dolphins,Jets,16.99076682,18.38144783,5.269786551,5.808073962,2.831252869,3.2853509
12/30/2006,Redskins,Giants,17.75045093,17.84269419,5.897035137,5.045679859,3.299105442,3.147741537
12/31/2006,Buccaneers,Seahawks,18.47591777,14.5197339,5.032889237,5.264474049,2.78934892,2.626599194
12/31/2006,Bears,Packers,16.34854741,18.7334147,4.568981325,5.381652748,2.660360363,2.823307158
12/31/2006,Texans,Browns,19.20893647,17.45480223,5.317397557,4.645659211,3.381414948,2.248578442
12/31/2006,Bengals,Steelers,20.49484202,19.86845447,5.530600075,4.554419797,2.99222127,2.972491398
12/31/2006,Ravens,Bills,15.1519028,17.40759126,3.845441305,6.047184237,3.017150696,3.24599539
12/31/2006,Saints,Panthers,16.7574224,21.08322508,4.581078837,6.86836266,2.348377992,3.483499473
12/31/2006,Vikings,Rams,16.5657641,18.26746154,4.604947152,4.809912194,2.424923619,2.821387068
12/31/2006,Jets,Raiders,19.99075375,18.34262634,5.099554037,5.733579688,2.34824435,3.34719746
12/31/2006,Broncos,49ers,17.90354788,18.04201691,4.806224499,4.95749209,2.457998315,2.498649415
12/31/2006,Titans,Patriots,20.41714139,16.0948134,5.980687835,4.031667766,2.999063238,2.275523906
12/31/2006,Eagles,Falcons,19.6021619,18.85101415,5.061004827,5.298070234,3.032426043,3.017074142
12/31/2006,Chargers,Cardinals,17.95131943,20.09080576,4.672949749,5.920727271,2.844727551,2.890426334
12/31/2006,Colts,Dolphins,20.32127499,23.48201527,5.053124177,6.240631286,3.125419284,2.751530034
12/31/2006,Cowboys,Lions,18.25048628,21.2619827,5.503787532,6.262821845,3.074282501,2.528328088
12/31/2006,Chiefs,Jaguars,18.39045762,19.43087933,5.061981047,5.688971403,2.618741379,3.142106628
1/6/2007,Seahawks,Cowboys,17.11900165,19.02387743,5.196891826,5.194492375,2.793934301,3.355058593
1/6/2007,Colts,Chiefs,20.48451011,23.10305865,5.475974584,6.22420013,3.6799002,2.551494368
1/7/2007,Eagles,Giants,19.37522642,19.03796548,5.06864583,5.615157969,3.228803164,2.841025663
1/7/2007,Patriots,Jets,16.44540556,20.4099716,4.631546126,6.126744668,2.138976781,3.06288196
1/13/2007,Ravens,Colts,15.21048515,17.88826562,3.647183486,6.067519615,2.970485606,3.05546123
1/13/2007,Saints,Eagles,15.92080933,21.21720155,4.217813866,6.692291869,2.186325398,3.460213424
1/14/2007,Chargers,Patriots,17.97804782,19.61516894,5.072883664,5.742390616,3.451754069,2.598887651
1/14/2007,Bears,Seahawks,16.43716067,19.04204844,4.412977293,5.460462726,2.634903465,2.698595374
1/21/2007,Colts,Patriots,19.38573088,23.5942842,5.357847098,6.35273679,3.2705787,3.186522597
1/21/2007,Bears,Saints,16.76701339,18.63059936,4.907562706,5.219783795,2.460606386,2.640612098
2/4/2007,Bears,Colts,16.78088773,18.84535276,4.902342522,5.439149989,2.306400754,3.088707545
9/6/2007,Colts,Saints,18.72226331,23.79021841,5.067523295,6.665852987,3.130669319,3.325921077
9/9/2007,Browns,Steelers,19.46165934,15.08756805,6.6068011,4.267267896,2.92183109,2.972441566
9/9/2007,Jaguars,Titans,15.86446789,18.23118938,5.087628972,5.255602896,2.294227699,3.283379871
9/9/2007,Rams,Panthers,19.68912425,20.75738104,5.65206863,5.195026294,2.640062163,3.220129227
9/9/2007,Chargers,Bears,18.10228985,19.79410219,5.101991066,5.547810525,3.223142429,2.612503554
9/9/2007,Bills,Broncos,18.86581118,15.03752865,4.946158807,3.984128852,2.816901446,2.417820238
9/9/2007,Jets,Patriots,18.93291536,17.9284527,4.615112186,6.2033056,2.093015289,3.632515758
9/9/2007,Packers,Eagles,18.03773862,18.75610334,4.508770456,5.607019681,2.187821945,3.012582116
9/9/2007,Redskins,Dolphins,18.39529003,18.1634886,5.916664741,4.961893304,3.54602759,2.87040899
9/9/2007,Texans,Chiefs,19.24154119,17.83775761,5.387814166,5.037276468,3.101959245,2.898944436
9/9/2007,Seahawks,Buccaneers,16.76310045,19.7478444,4.807379993,5.288404105,2.588192443,3.153505306
9/9/2007,Raiders,Lions,16.79024671,15.71833405,4.499843901,5.150089774,2.769482138,3.328293342
9/9/2007,Vikings,Falcons,16.73062913,17.03330178,4.790703204,4.607831095,2.758327507,2.630301198
9/9/2007,Cowboys,Giants,18.61049646,20.75062546,6.037931614,6.141065984,2.781765804,2.927346794
9/10/2007,49ers,Cardinals,20.5028073,14.83387325,6.121850195,4.156759737,3.315542771,2.062730379
9/10/2007,Bengals,Ravens,20.28058479,20.14294226,5.494382352,4.653092273,3.190002935,2.777118377
9/16/2007,Jaguars,Falcons,16.47698686,18.64759632,5.284519404,5.304783911,2.687430503,2.995909283
9/16/2007,Giants,Packers,19.72394653,18.36046649,5.777079709,4.804528356,3.548396495,2.011312667
9/16/2007,Rams,49ers,19.52116654,20.94112215,5.720836163,5.159237912,2.909712348,3.08345066
9/16/2007,Bears,Chiefs,17.10176932,18.20525753,5.141959117,5.103064363,1.966303499,3.087919339
9/16/2007,Ravens,Jets,14.78624657,17.41467256,4.056618957,5.736362677,2.552755154,3.176912573
9/16/2007,Lions,Vikings,20.07817531,17.98369151,5.766849699,4.080641456,3.076563993,2.063466508
9/16/2007,Titans,Colts,20.51533084,16.31173462,5.681993192,4.211766038,2.790325627,2.3197985
9/16/2007,Dolphins,Cowboys,16.69071625,17.56852544,5.576666664,5.488718236,3.145955231,2.707646254
9/16/2007,Panthers,Texans,16.42090793,17.40617633,4.463391551,4.246310015,2.536401917,1.901668111
9/16/2007,Cardinals,Seahawks,20.72628806,18.80181173,5.088659807,5.257934727,2.718127128,2.953673376
9/16/2007,Broncos,Raiders,18.26032447,17.86211645,5.215401376,4.748551007,2.247671348,2.664061442
9/16/2007,Steelers,Bills,16.79948774,20.48379592,5.286651637,5.918122954,2.90293348,3.225755683
9/16/2007,Buccaneers,Saints,18.73944138,15.044173,5.197216509,5.219852131,2.623340753,2.594046394
9/16/2007,Patriots,Chargers,18.0032796,20.36807753,4.754932136,6.159688893,2.792515187,3.143735934
9/16/2007,Browns,Bengals,18.81790088,15.39391506,6.254166697,4.316112598,2.814840712,2.774295445
9/17/2007,Eagles,Redskins,19.82936232,18.96977279,5.277198059,5.385427463,2.964871991,2.812342058
9/23/2007,Bears,Cowboys,17.55510891,16.85097746,5.808363231,4.739693685,3.135203197,2.568711463
9/23/2007,Chiefs,Vikings,18.13655395,17.63645773,6.115950608,4.769824339,4.210345757,2.701087457
9/23/2007,Broncos,Jaguars,17.15299268,18.98376393,4.7672975,4.603703156,2.413114723,2.52677366
9/23/2007,Redskins,Giants,18.38220158,18.52516241,5.654645941,5.379317299,2.574364984,3.871459528
9/23/2007,Falcons,Panthers,18.67415844,17.52532086,5.030402091,5.624712968,2.880826748,2.193643007
9/23/2007,Buccaneers,Rams,18.35956137,14.45739572,4.948941707,5.174259922,2.937568404,2.008200616
9/23/2007,Seahawks,Bengals,16.36584698,19.03044512,5.039121469,4.994915986,2.371621637,3.165617349
9/23/2007,Texans,Colts,18.15601152,16.41605667,4.879441877,5.738806426,2.483819508,4.166777501
9/23/2007,Ravens,Cardinals,14.38664125,17.89936085,3.847307117,4.922993065,2.66880687,2.663312115
9/23/2007,Raiders,Browns,17.81778953,17.29712063,5.172097833,5.420890216,2.628471069,3.967584111
9/23/2007,Packers,Chargers,16.62810275,16.95041592,5.086089521,6.055859216,1.674542637,3.459479443
9/23/2007,Jets,Dolphins,21.22085095,17.7597485,5.255793716,5.591571452,2.176188257,3.577268748
9/23/2007,Steelers,49ers,15.99606906,19.72401407,5.465501265,6.151485181,3.572440092,2.756941106
9/23/2007,Patriots,Bills,17.99746035,21.86191474,4.665421211,6.165054849,3.108254558,2.488554992
9/23/2007,Eagles,Lions,17.9486237,17.80428443,5.430919437,5.90319865,3.588685186,2.239377061
9/24/2007,Saints,Titans,16.93259217,20.19237504,4.089688316,6.346325419,2.386880217,2.976930768
9/30/2007,49ers,Seahawks,20.16491762,13.96465336,5.743786284,4.037254832,2.961182578,2.027748515
9/30/2007,Panthers,Buccaneers,16.82984305,17.89600696,5.246630074,4.683647725,3.060856572,2.540922153
9/30/2007,Giants,Eagles,20.83975768,19.39118974,5.835155053,5.243969953,3.341138344,2.22058944
9/30/2007,Vikings,Packers,19.31945263,16.70761474,5.169999897,5.06412298,2.381744502,2.40262311
9/30/2007,Chargers,Chiefs,18.07712998,18.78476709,4.288024823,5.692895864,2.405025392,3.391345536
9/30/2007,Bills,Jets,20.32517192,13.48520973,5.89393029,4.054586096,4.36288795,2.010965957
9/30/2007,Dolphins,Raiders,17.52380924,18.12074065,5.749666487,5.323854478,3.48813993,2.797659593
9/30/2007,Cardinals,Steelers,19.4650287,19.26064495,4.534697703,5.525595482,2.445675317,2.97777009
9/30/2007,Falcons,Texans,18.27475015,16.67576056,5.025012803,5.892191065,3.256486309,1.796887399
9/30/2007,Browns,Ravens,21.13525601,16.42122878,6.143492316,5.136307853,2.143277422,4.163321007
9/30/2007,Cowboys,Rams,19.66096269,20.23856715,6.11713307,5.776084284,2.933251161,3.0271672
9/30/2007,Lions,Bears,20.14987097,20.64371095,6.369105144,4.387985338,3.209440732,2.038897723
9/30/2007,Colts,Broncos,18.11203017,23.12004926,5.368880027,5.887954201,3.548223602,2.563435457
10/1/2007,Bengals,Patriots,21.21044699,20.9714679,5.182921812,4.383332606,3.33648621,2.619312308
10/7/2007,Broncos,Chargers,16.80788316,18.83311946,5.456213957,5.194718847,1.999836414,3.747415879
10/7/2007,49ers,Ravens,20.02567055,14.42230995,5.959816592,4.172914683,3.637336724,1.664031493
10/7/2007,Chiefs,Jaguars,18.29641735,16.29684432,5.35416482,4.993244775,3.479454927,2.739955765
10/7/2007,Saints,Panthers,16.47676227,20.07228945,4.222766883,6.560962364,2.76889249,2.888341004
10/7/2007,Titans,Falcons,19.5995075,17.80538283,5.435917702,5.053025323,2.664482768,2.778141744
10/7/2007,Packers,Bears,18.51600446,18.63054569,5.059815203,5.84183313,1.946681235,3.098016259
10/7/2007,Steelers,Seahawks,15.18769113,20.32075649,5.324725433,7.002342835,2.445252852,4.71146741
10/7/2007,Texans,Dolphins,17.8650318,16.76602656,5.701209022,5.663632402,2.766459666,3.81639539
10/7/2007,Rams,Cardinals,18.44558041,19.61336029,4.619964994,5.233919048,2.201539724,3.647557114
10/7/2007,Colts,Buccaneers,17.67306827,22.28121859,5.272684255,6.176199638,3.678851273,2.244074127
10/7/2007,Redskins,Lions,18.32264815,18.69455792,5.35159792,5.879799407,2.819671374,3.182258791
10/7/2007,Patriots,Browns,16.51519984,23.0546658,4.256615066,5.377527189,2.211164114,2.81680972
10/7/2007,Giants,Jets,19.72660933,19.24260479,5.578820096,5.869798574,3.684461205,1.825569367
10/8/2007,Bills,Cowboys,21.46791469,13.19150556,5.606290446,4.018238547,4.313404276,1.698156873
10/14/2007,Jets,Eagles,21.20133473,18.65093917,5.202760419,6.243677649,3.208244724,3.39109026
10/14/2007,Cardinals,Panthers,19.64178253,18.79795382,5.755445715,5.479059885,3.624479849,3.072254128
10/14/2007,Buccaneers,Titans,17.72132052,16.69442176,5.396561242,4.859531904,3.083162778,2.199110476
10/14/2007,Packers,Redskins,18.74508796,18.93098262,5.07374093,6.115756514,2.415555637,2.83474532
10/14/2007,Seahawks,Saints,16.82620081,18.4679458,5.59982682,4.793892613,2.500963321,2.533838099
10/14/2007,Ravens,Rams,15.05007726,19.81940304,4.63938875,6.604255381,2.418166403,4.442606645
10/14/2007,Chiefs,Bengals,18.40435453,16.40472922,5.065916613,4.849840838,3.420749597,2.404470615
10/14/2007,Cowboys,Patriots,18.07720536,21.55651533,5.625330384,5.839876065,2.818487366,3.439825634
10/14/2007,Chargers,Raiders,18.46949109,19.62353424,4.443534888,5.196540825,2.436868843,2.879221844
10/14/2007,Bears,Vikings,17.90413549,17.35293942,5.091008967,4.802816353,2.359618315,2.617650742
10/14/2007,Jaguars,Texans,15.87595321,17.82354861,5.424273902,5.669030316,2.032291879,3.288797265
10/14/2007,Browns,Dolphins,21.6913491,15.9109945,6.342694771,5.094605392,2.723408122,3.808299343
10/15/2007,Falcons,Giants,19.08717188,17.62978876,4.787143167,6.115976318,2.510522438,3.175133952
10/21/2007,Raiders,Chiefs,18.18903329,17.3895809,5.297733519,6.308363551,3.342460454,3.750002726
10/21/2007,Eagles,Bears,17.82900956,18.91200632,5.234223332,5.096363637,2.546551135,2.275499454
10/21/2007,Bills,Ravens,21.30488509,14.07180879,5.677239759,4.184563162,3.811094717,2.22047915
10/21/2007,Redskins,Cardinals,17.3371842,18.81264966,5.118765275,5.668199149,2.179065143,3.70459338
10/21/2007,Saints,Falcons,16.21503002,20.24189937,4.368254276,6.900582205,2.00530305,4.215628632
10/21/2007,Lions,Buccaneers,21.74891194,20.4597073,6.091307021,3.933940363,2.918502489,1.69215633
10/21/2007,Cowboys,Vikings,17.57721866,21.85204122,5.267885227,6.278198017,2.77669638,3.032252444
10/21/2007,Dolphins,Patriots,18.94397856,18.6277954,6.50480315,4.658228802,4.195273466,2.225036432
10/21/2007,Broncos,Steelers,18.76014074,19.33684836,5.588528958,5.317000863,2.565165826,3.256543709
10/21/2007,Seahawks,Rams,17.02516237,17.18990453,5.905644007,4.706279465,3.148767803,2.254206409
10/21/2007,Giants,49ers,18.5667993,18.99342636,5.861527858,5.462185997,2.553308369,2.448465698
10/21/2007,Texans,Titans,17.59312684,17.29478533,5.667296579,5.705794998,2.874318171,3.834661817
10/21/2007,Bengals,Jets,21.53839596,21.01928474,5.423510018,4.653333359,3.213116991,1.878591102
10/22/2007,Jaguars,Colts,15.63213501,18.06380474,5.19654268,6.035914018,2.351962367,2.75480651
10/28/2007,Jets,Bills,20.85334371,17.8693695,5.653219792,6.444880451,3.089431076,3.161380649
10/28/2007,Bears,Lions,17.85295,17.57042276,5.225316316,4.712266351,2.471144225,2.688897718
10/28/2007,Panthers,Colts,18.65998789,17.40354615,5.751864457,4.792218391,3.747699701,2.404605789
10/28/2007,Dolphins,Giants,19.66492918,19.32783496,6.700580923,4.926036884,4.746443255,2.128233932
10/28/2007,49ers,Saints,19.49694472,12.50383335,5.934911472,3.795864379,2.796935511,1.854400345
10/28/2007,Titans,Raiders,16.83810474,18.56077815,5.268654268,5.773293,3.150366642,2.590075366
10/28/2007,Bengals,Steelers,21.41385785,21.03843812,5.708664157,4.082014073,3.80032869,1.498955854
10/28/2007,Vikings,Eagles,19.05703842,17.13840926,5.685934883,4.89952042,3.175197071,2.14458738
10/28/2007,Rams,Browns,19.74476436,18.69325158,5.085278217,4.909898951,2.999409595,3.180168798
10/28/2007,Buccaneers,Jaguars,19.0873253,15.64464993,6.707077737,4.627369418,3.77517128,2.164823252
10/28/2007,Chargers,Texans,18.36751542,19.81057649,4.658793639,5.36912932,2.876238384,2.53694736
10/28/2007,Patriots,Redskins,16.81926149,24.02370949,3.651753205,5.786781094,1.929963165,2.468109005
10/29/2007,Broncos,Packers,18.98098474,19.04886527,5.655397174,5.454279825,2.270576132,3.630450431
11/4/2007,Buccaneers,Cardinals,18.9165792,16.92242054,6.341498362,5.012614977,3.69872653,2.06750176
11/4/2007,Raiders,Texans,17.65103773,16.64301924,5.411501609,5.969997345,3.222140989,3.609208771
11/4/2007,Eagles,Cowboys,17.49623541,19.28468178,5.541178835,5.884646439,2.600278415,2.565225285
11/4/2007,Titans,Panthers,16.98322486,19.20817953,5.221303472,5.798107121,3.334872141,2.306579739
