date,home,away,passing_yards_homeAvg,passing_yards_opp_homeAvg,pass_completion_rate_opp_homeAvg,pass_completion_rate_homeAvg
10/2/2005,Bengals,Texans,242.4481514,223.3371643,0.60101675,0.651815129
10/2/2005,Buccaneers,Lions,197.9756771,160.1058673,0.563379781,0.664826645
10/2/2005,Patriots,Chargers,231.7823607,216.206589,0.5488134,0.603575615
10/2/2005,Saints,Bills,240.2639044,219.7554907,0.588495187,0.606228907
10/2/2005,Raiders,Cowboys,242.5929759,254.8210956,0.623662907,0.548008679
10/2/2005,Redskins,Seahawks,164.8885181,176.3237862,0.559379211,0.571091475
10/2/2005,Falcons,Vikings,131.5829325,229.1201996,0.624510572,0.551604014
10/2/2005,Cardinals,49ers,222.9024788,180.7057734,0.526911566,0.585530613
10/2/2005,Chiefs,Eagles,255.5717411,277.1023616,0.598979902,0.643421017
10/2/2005,Giants,Rams,166.3225544,236.1495372,0.613869225,0.53329329
10/3/2005,Panthers,Packers,211.1051066,222.2400717,0.605590631,0.565922031
10/9/2005,49ers,Colts,184.4755462,289.9059406,0.660636467,0.583433046
10/9/2005,Jets,Buccaneers,190.1862194,196.0866756,0.585593056,0.606655739
10/9/2005,Browns,Bears,223.5570015,221.235442,0.656800661,0.589291819
10/9/2005,Bills,Dolphins,140.2431995,135.2543229,0.543743841,0.52514128
10/9/2005,Cardinals,Panthers,215.7518669,197.3814052,0.547108585,0.571522187
10/9/2005,Texans,Titans,147.1008808,217.6143484,0.644891306,0.576126359
10/9/2005,Broncos,Redskins,230.1725924,208.0403331,0.60194996,0.600450248
10/9/2005,Jaguars,Bengals,193.8510042,176.0988898,0.571670704,0.584391449
10/9/2005,Falcons,Patriots,136.0671173,198.5221826,0.591301361,0.547704298
10/9/2005,Rams,Seahawks,262.1263872,217.8164602,0.631126091,0.64385153
10/9/2005,Cowboys,Eagles,236.7969963,225.5730244,0.59976971,0.622782893
10/9/2005,Lions,Ravens,183.6866061,195.2210375,0.622846719,0.543470343
10/9/2005,Packers,Saints,257.6288572,218.7135094,0.603646646,0.641190449
10/10/2005,Chargers,Steelers,200.7124575,257.449609,0.622600571,0.668435917
10/16/2005,Raiders,Chargers,260.790775,274.0338798,0.616625026,0.553692873
10/16/2005,Ravens,Browns,176.7573768,193.1149287,0.545681369,0.599717276
10/16/2005,Cowboys,Giants,227.0376462,221.2698689,0.591495465,0.592381156
10/16/2005,Steelers,Jaguars,194.9016038,196.7781285,0.622916332,0.636287079
10/16/2005,Lions,Panthers,175.2597746,210.3058276,0.613711209,0.544294595
10/16/2005,Titans,Bengals,225.2031798,236.3350022,0.691291647,0.620433493
10/16/2005,Buccaneers,Dolphins,202.6014305,160.2795721,0.56492226,0.648989545
10/16/2005,Bills,Jets,129.3682202,139.6145855,0.549539681,0.515219049
10/16/2005,Bears,Vikings,138.0494372,193.4646675,0.567042073,0.537562293
10/16/2005,Broncos,Patriots,213.4819176,213.2462972,0.602194462,0.619571092
10/16/2005,Chiefs,Redskins,248.6354748,254.2089958,0.61805925,0.624103117
10/16/2005,Saints,Falcons,221.826594,204.1545436,0.589893121,0.57254656
10/16/2005,Seahawks,Texans,243.7576488,206.9054287,0.577118998,0.617187225
10/17/2005,Colts,Rams,253.7532027,219.7012189,0.668909866,0.66910422
10/21/2005,Dolphins,Chiefs,199.9568654,184.6586429,0.584509512,0.540339643
10/23/2005,Bears,Ravens,129.1634121,194.9360466,0.584202877,0.5510469
10/23/2005,Browns,Lions,217.1483972,203.8576087,0.676110997,0.626202167
10/23/2005,Seahawks,Cowboys,250.8153936,222.0393013,0.586447065,0.628152183
10/23/2005,Bengals,Steelers,237.8104007,194.3311571,0.561480044,0.671788908
10/23/2005,Cardinals,Titans,239.0789562,183.976297,0.544524653,0.588700788
10/23/2005,Eagles,Chargers,304.0221945,191.3770815,0.568716617,0.628683349
10/23/2005,Texans,Colts,135.1906069,226.4031902,0.666234082,0.597240292
10/23/2005,Vikings,Packers,249.2596229,217.3658308,0.583598978,0.664393806
10/23/2005,Giants,Broncos,207.8613248,261.3925207,0.652861044,0.543175111
10/23/2005,Rams,Saints,290.3410065,234.7510308,0.630684286,0.643899547
10/23/2005,Raiders,Bills,251.6186974,264.2781369,0.586264675,0.555679271
10/23/2005,Redskins,49ers,206.0844838,183.7218099,0.55154323,0.570263868
10/24/2005,Falcons,Jets,149.405055,215.6817919,0.627267962,0.540065698
10/30/2005,Saints,Dolphins,214.8382132,191.2713993,0.59028289,0.560415401
10/30/2005,Lions,Bears,162.2532309,218.5890317,0.607267931,0.535112013
10/30/2005,49ers,Buccaneers,155.1109376,297.4194962,0.676003506,0.553328344
10/30/2005,Texans,Browns,135.9140332,215.4298392,0.669838543,0.59274816
10/30/2005,Bengals,Packers,240.6389,203.6220329,0.569624401,0.693480781
10/30/2005,Patriots,Bills,261.7664742,222.8328513,0.56247001,0.651491051
10/30/2005,Rams,Jaguars,284.1640675,229.4949418,0.638763462,0.663532917
10/30/2005,Titans,Raiders,230.3394081,225.4088868,0.703373705,0.632891384
10/30/2005,Chargers,Chiefs,203.1835481,249.411238,0.602104124,0.68140739
10/30/2005,Cowboys,Cardinals,240.9587493,204.1185181,0.576529352,0.617858115
10/30/2005,Giants,Redskins,203.719155,266.7019213,0.662217018,0.532383632
10/30/2005,Panthers,Vikings,216.0078431,250.483758,0.585185241,0.589547148
10/30/2005,Broncos,Eagles,204.0166669,239.3193076,0.589370203,0.604649509
10/31/2005,Steelers,Ravens,190.9939262,195.4058006,0.60992053,0.606830866
11/6/2005,49ers,Giants,142.6213627,292.4409496,0.674594996,0.545740584
11/6/2005,Ravens,Bengals,182.8724633,163.0146246,0.528330338,0.606322388
11/6/2005,Dolphins,Falcons,205.7412974,195.1733654,0.599551943,0.515611043
11/6/2005,Packers,Steelers,264.348907,213.2598154,0.60516601,0.66485978
11/6/2005,Buccaneers,Panthers,196.0403163,168.8022548,0.571272587,0.654484066
11/6/2005,Redskins,Eagles,221.5366059,165.0592193,0.549878716,0.587872548
11/6/2005,Saints,Bears,214.2314369,191.5038521,0.592225823,0.548243559
11/6/2005,Cardinals,Seahawks,245.5399442,201.8696265,0.558157382,0.572100214
11/6/2005,Browns,Titans,187.7638235,201.1004335,0.68034634,0.607008243
11/6/2005,Jaguars,Texans,192.6543122,172.2259182,0.577224824,0.560242918
11/6/2005,Jets,Chargers,168.6677148,185.8155444,0.620154469,0.582757274
11/6/2005,Vikings,Lions,238.4997475,213.9693448,0.614382921,0.656506178
11/6/2005,Chiefs,Raiders,242.8259369,267.269604,0.598663268,0.620524177
11/7/2005,Patriots,Colts,267.2693481,227.7910597,0.578524846,0.635174601
11/13/2005,Bills,Chiefs,130.7688027,152.5781373,0.560943575,0.581691223
11/13/2005,Dolphins,Patriots,199.7515145,186.5769424,0.582231046,0.521748839
11/13/2005,Bears,49ers,133.8197064,183.7945554,0.583387525,0.554652114
11/13/2005,Raiders,Broncos,253.3988782,228.3894834,0.621732875,0.567519185
11/13/2005,Giants,Vikings,195.0513335,239.4841246,0.629215982,0.510124258
11/13/2005,Falcons,Packers,137.9392309,217.8348315,0.626361861,0.517532874
11/13/2005,Lions,Cardinals,170.7355626,198.5691521,0.589102852,0.559956446
11/13/2005,Jaguars,Ravens,192.255077,173.0719591,0.580345645,0.560205161
11/13/2005,Panthers,Jets,235.4878018,232.7215521,0.577918937,0.602705318
11/13/2005,Seahawks,Rams,233.693304,200.6861843,0.579524596,0.62944127
11/13/2005,Colts,Texans,242.7171073,176.7092188,0.651017698,0.691724802
11/13/2005,Steelers,Browns,174.9561448,201.9264515,0.603932605,0.601108914
11/13/2005,Buccaneers,Redskins,200.9816532,155.066407,0.55557752,0.65056193
11/14/2005,Eagles,Cowboys,278.0777928,222.8395121,0.585673219,0.592155827
11/20/2005,Bears,Panthers,135.1234816,181.5127172,0.590499974,0.545934364
11/20/2005,Redskins,Raiders,209.4758265,175.7134735,0.540210945,0.587161932
11/20/2005,Ravens,Steelers,185.4250202,171.3626866,0.555326393,0.604886492
11/20/2005,Texans,Chiefs,120.8276571,209.4515157,0.671212411,0.606446393
11/20/2005,Cowboys,Lions,224.9544476,199.1184649,0.558078292,0.628731221
11/20/2005,Browns,Dolphins,194.8676922,194.7228218,0.633988169,0.585988422
11/20/2005,Patriots,Saints,257.7106667,240.0268157,0.595949162,0.639027172
11/20/2005,49ers,Seahawks,120.3752236,284.0866884,0.655743735,0.531511582
11/20/2005,Broncos,Jets,214.2640506,243.4716193,0.560134064,0.610109298
11/20/2005,Giants,Eagles,201.0305125,224.3946079,0.623240151,0.51350383
11/20/2005,Falcons,Buccaneers,147.5967732,204.2822382,0.620972912,0.541410859
11/20/2005,Titans,Jaguars,227.9592321,212.3815611,0.661782283,0.628980705
11/20/2005,Rams,Cardinals,264.9026897,224.8841017,0.611233376,0.656840055
11/20/2005,Bengals,Colts,238.5903265,197.7131582,0.584156373,0.681433364
11/20/2005,Chargers,Bills,224.6900516,257.8443088,0.619290373,0.659898424
11/21/2005,Packers,Vikings,256.5287468,198.7454424,0.606468446,0.655734636
11/24/2005,Lions,Falcons,183.1408668,205.5621534,0.601756508,0.571206113
11/24/2005,Cowboys,Broncos,219.3696825,195.9176937,0.552230173,0.637079291
11/27/2005,Bills,Panthers,142.1947358,158.9370938,0.574053677,0.586417759
11/27/2005,Buccaneers,Bears,210.1147785,165.4327765,0.572432979,0.628622031
11/27/2005,Redskins,Chargers,210.6164106,188.5739326,0.539073274,0.597749557
11/27/2005,Cardinals,Jaguars,256.0062924,197.4957461,0.604188994,0.571052146
11/27/2005,Eagles,Packers,271.0798896,218.441882,0.609755063,0.590308545
11/27/2005,Jets,Saints,161.8600734,178.6112183,0.602488046,0.575560198
11/27/2005,Raiders,Dolphins,248.983091,224.8993153,0.634697507,0.558446092
11/27/2005,Vikings,Browns,211.1269093,235.7285947,0.602459509,0.63197835
11/27/2005,Seahawks,Giants,228.8067194,219.0689348,0.595058396,0.630280401
11/27/2005,Chiefs,Patriots,238.4432771,255.6026176,0.592412934,0.623035711
11/27/2005,Texans,Rams,119.5124982,218.2521987,0.681745586,0.609817202
11/27/2005,Titans,49ers,228.0145538,218.0153818,0.648814708,0.610783349
11/27/2005,Bengals,Ravens,238.9090633,189.9476541,0.587264283,0.688243569
11/28/2005,Colts,Steelers,251.9438802,176.3014398,0.641826114,0.703951447
12/4/2005,Saints,Buccaneers,211.8158956,176.6756791,0.566929948,0.544862327
12/4/2005,Rams,Redskins,274.8965769,232.6740096,0.620190823,0.671088254
12/4/2005,49ers,Cardinals,120.2530732,260.5984059,0.645171615,0.496362347
12/4/2005,Browns,Jaguars,197.3657348,182.0205613,0.606924559,0.575309573
12/4/2005,Patriots,Jets,252.7622128,261.734779,0.586212613,0.623040638
12/4/2005,Ravens,Texans,174.7663228,177.9918403,0.553539172,0.600681984
12/4/2005,Lions,Vikings,180.8479685,195.156385,0.591094015,0.581649321
12/4/2005,Giants,Cowboys,209.1712561,222.2752269,0.600882489,0.520350875
12/4/2005,Bears,Packers,129.3150526,168.499401,0.539914503,0.552470738
12/4/2005,Panthers,Falcons,218.3423182,208.9569657,0.571858571,0.593062768
12/4/2005,Dolphins,Bills,192.6562554,199.04764,0.598064483,0.506074287
12/4/2005,Chiefs,Broncos,234.4503754,245.0346288,0.586331083,0.623750398
12/4/2005,Steelers,Bengals,173.1837974,201.1673376,0.591031508,0.596395523
12/4/2005,Chargers,Raiders,239.2862886,239.9550135,0.60837885,0.683254448
12/4/2005,Colts,Titans,261.6314557,191.4472473,0.645053368,0.694218442
12/5/2005,Eagles,Seahawks,274.7083638,217.5336229,0.613937637,0.576519611
12/11/2005,Bills,Patriots,143.7568631,178.1206732,0.61911712,0.581613744
12/11/2005,Panthers,Buccaneers,214.2071341,204.1273924,0.569203991,0.607641417
12/11/2005,Broncos,Ravens,203.4612642,239.254277,0.569337798,0.629805695
12/11/2005,Titans,Texans,236.5970819,218.3904949,0.630674703,0.612325799
12/11/2005,Cardinals,Redskins,266.0649747,206.4851107,0.612494575,0.590298499
12/11/2005,Packers,Lions,242.9085561,181.9148998,0.594532892,0.631947039
12/11/2005,Jaguars,Colts,189.6357299,177.3547299,0.600008123,0.564538579
12/11/2005,Steelers,Bears,168.6518041,205.508361,0.592910551,0.600064101
12/11/2005,Chargers,Dolphins,234.9034057,236.3204621,0.611200324,0.665910701
12/11/2005,Bengals,Browns,253.9081821,205.3013925,0.584954632,0.692003897
12/11/2005,Eagles,Giants,257.8492064,214.1505713,0.604031515,0.561358519
12/11/2005,Jets,Raiders,172.1549959,181.9324264,0.625237502,0.590343154
12/11/2005,Vikings,Rams,204.5208495,231.4619815,0.604541384,0.632882958
12/11/2005,Cowboys,Chiefs,209.7012686,188.1093399,0.568910523,0.626914707
12/11/2005,Seahawks,49ers,228.9144074,228.7590872,0.590829238,0.626112881
12/12/2005,Falcons,Saints,164.1226004,200.1007349,0.614156578,0.55066738
12/17/2005,Bills,Broncos,149.9996672,194.2843081,0.611352536,0.577885782
12/17/2005,Giants,Chiefs,215.0229411,217.3747711,0.582538893,0.509675177
12/17/2005,Patriots,Buccaneers,252.9230439,256.6131608,0.584942308,0.62923934
12/18/2005,Vikings,Steelers,207.6964571,221.3659341,0.59451506,0.641427251
12/18/2005,Raiders,Browns,241.9241373,210.5539394,0.624339689,0.554107788
12/18/2005,Jaguars,49ers,183.0285261,180.7759541,0.608092959,0.563704017
12/18/2005,Saints,Panthers,208.7193573,174.2483657,0.57553354,0.560410363
12/18/2005,Bears,Falcons,122.3110225,174.5878916,0.547106615,0.534631599
12/18/2005,Rams,Eagles,262.9435148,231.0631465,0.629170535,0.661213762
12/18/2005,Colts,Chargers,253.852335,186.0614222,0.648441735,0.692400242
12/18/2005,Lions,Bengals,179.2753792,196.9684895,0.603935785,0.572080726
12/18/2005,Dolphins,Jets,212.3856911,198.7510745,0.588415181,0.514418713
12/18/2005,Titans,Seahawks,232.7941668,217.4301057,0.646624142,0.617291262
12/18/2005,Texans,Cardinals,136.5902865,218.2477836,0.661424925,0.598730535
12/18/2005,Redskins,Cowboys,199.7286404,190.8310187,0.536187203,0.596136087
12/19/2005,Ravens,Packers,175.4940339,185.7633418,0.560250744,0.590419013
12/24/2005,Browns,Steelers,192.8837337,172.7963752,0.598060337,0.596458505
12/24/2005,Saints,Lions,206.6050231,182.8520708,0.569614883,0.562672044
12/24/2005,Chiefs,Chargers,246.7414691,249.8832179,0.590342256,0.636148929
12/24/2005,Rams,49ers,260.6555518,225.4848386,0.632196384,0.65373076
12/24/2005,Panthers,Cowboys,207.8442912,191.2814146,0.577207221,0.614198515
12/24/2005,Texans,Jaguars,131.7799614,215.2856871,0.656135402,0.604970727
12/24/2005,Broncos,Raiders,208.7911632,238.6247769,0.580418769,0.624266211
12/24/2005,Dolphins,Titans,213.7415504,203.0329598,0.596867673,0.524891437
12/24/2005,Cardinals,Eagles,271.6679712,197.1362214,0.62134186,0.598301873
12/24/2005,Buccaneers,Falcons,185.6812813,178.0712856,0.567512954,0.627243152
12/24/2005,Bengals,Bills,238.8941856,214.7477648,0.602980654,0.66707437
12/24/2005,Seahawks,Colts,221.3170281,204.2192905,0.561558485,0.631373452
12/24/2005,Redskins,Giants,193.489295,194.8622515,0.540898364,0.599901132
12/25/2005,Packers,Bears,234.6296577,162.2782492,0.570298494,0.625086048
12/25/2005,Ravens,Vikings,181.3543323,189.6211331,0.56189932,0.588246457
12/26/2005,Jets,Patriots,162.8481503,179.7984768,0.629715094,0.567913315
12/31/2005,Chargers,Broncos,229.9350964,240.4991589,0.608597495,0.677498326
12/31/2005,Raiders,Giants,217.5534048,199.7075659,0.621563986,0.544941188
1/1/2006,Cowboys,Rams,204.7654537,193.7046573,0.561947535,0.604964261
1/1/2006,Falcons,Panthers,168.9744368,191.2804591,0.599300711,0.531634219
1/1/2006,Colts,Cardinals,260.1834833,196.6127075,0.656916033,0.677511616
1/1/2006,Browns,Ravens,189.8806584,166.8656075,0.585165416,0.599339431
1/1/2006,49ers,Texans,119.2067425,268.9847085,0.643400113,0.487794951
1/1/2006,Eagles,Redskins,223.6009365,205.5413765,0.589613719,0.537720227
1/1/2006,Packers,Seahawks,230.5855239,166.267791,0.579701252,0.615552539
1/1/2006,Patriots,Dolphins,260.7715367,237.4227976,0.567961304,0.639538466
1/1/2006,Buccaneers,Saints,177.3612292,184.2015082,0.572778675,0.625646624
1/1/2006,Jets,Bills,173.8022936,179.3902012,0.619128552,0.576422546
1/1/2006,Vikings,Bears,195.2208721,213.9923913,0.598030671,0.631949492
1/1/2006,Steelers,Lions,183.1063621,199.7364327,0.579526208,0.618148916
1/1/2006,Chiefs,Bengals,241.2655348,242.8489182,0.583403531,0.628027372
1/1/2006,Jaguars,Titans,190.2345684,183.6539609,0.587272028,0.575990148
1/7/2006,Buccaneers,Redskins,185.5518672,180.6861213,0.577852457,0.630941499
1/7/2006,Patriots,Jaguars,253.4897434,228.9006933,0.565022274,0.638821021
1/8/2006,Giants,Panthers,223.3657612,212.0556738,0.571723364,0.52733861
1/8/2006,Bengals,Steelers,242.4185922,219.023973,0.621201073,0.671609197
1/14/2006,Seahawks,Redskins,217.310315,225.0237759,0.578275991,0.655768193
1/14/2006,Broncos,Patriots,215.9925633,232.0788279,0.572681189,0.624003444
1/15/2006,Colts,Steelers,267.0494859,193.6278595,0.671455333,0.681896661
1/15/2006,Bears,Panthers,127.4032474,179.5405601,0.545304058,0.517052035
1/22/2006,Broncos,Steelers,205.0110779,225.0911655,0.569370887,0.611519696
1/22/2006,Seahawks,Panthers,212.1723357,226.3330483,0.575411107,0.65103428
2/5/2006,Steelers,Seahawks,184.5073091,202.5882943,0.571707859,0.610254236
9/7/2006,Steelers,Dolphins,189.9747301,203.2619642,0.572625094,0.618657758
9/10/2006,Packers,Bears,236.7225574,167.1173969,0.575824574,0.614421914
9/10/2006,Buccaneers,Ravens,179.5412774,184.6429362,0.583659869,0.618127649
9/10/2006,Lions,Seahawks,179.7445367,201.1933732,0.61130405,0.576216153
9/10/2006,Panthers,Falcons,204.8456391,179.2732697,0.568795541,0.614966552
9/10/2006,Chiefs,Bengals,236.5557222,234.5851393,0.57947761,0.620856197
9/10/2006,Texans,Eagles,141.7150105,224.450571,0.648360909,0.614146199
9/10/2006,Browns,Saints,183.9327886,173.117963,0.592230744,0.592747643
9/10/2006,Titans,Jets,232.350152,203.7939662,0.64307001,0.606668381
9/10/2006,Rams,Broncos,258.6644281,203.9057243,0.635161349,0.658546865
9/10/2006,Patriots,Bills,247.0644511,227.7149286,0.566015142,0.621667132
9/10/2006,Giants,Colts,221.7477359,219.1904536,0.569874632,0.527003332
9/10/2006,Jaguars,Cowboys,197.1051695,188.5391293,0.586777366,0.579274071
9/10/2006,Cardinals,49ers,274.4092782,188.4848687,0.607012269,0.614500644
9/11/2006,Raiders,Chargers,211.6615879,202.8126594,0.623840596,0.533157269
9/11/2006,Redskins,Vikings,176.8343652,194.0287331,0.549439601,0.57303356
9/17/2006,Dolphins,Bills,206.0494185,205.2537733,0.588402184,0.526476001
9/17/2006,Broncos,Chiefs,202.9480495,238.8773668,0.580795298,0.606521999
9/17/2006,Falcons,Buccaneers,167.5326387,194.1777021,0.609509719,0.550098112
9/17/2006,Vikings,Panthers,197.967116,206.4606534,0.606090641,0.638241079
9/17/2006,Jets,Patriots,165.1768092,177.0536379,0.619139573,0.569018293
9/17/2006,49ers,Rams,119.3517343,269.2511767,0.644539713,0.512083481
9/17/2006,Seahawks,Cardinals,215.2929481,217.9555813,0.554412404,0.645533543
9/17/2006,Eagles,Giants,220.3588148,205.9657891,0.579271259,0.525579272
9/17/2006,Cowboys,Redskins,204.2478115,191.269478,0.554375604,0.600580778
9/17/2006,Packers,Saints,236.1129839,166.1648742,0.579184094,0.609984767
9/17/2006,Ravens,Raiders,192.0804624,188.8087164,0.570014719,0.594621657
9/17/2006,Bears,Lions,128.8951659,193.6794652,0.56980803,0.51609594
9/17/2006,Bengals,Browns,234.1336637,226.4011157,0.637881073,0.660163177
9/17/2006,Chargers,Titans,219.511191,225.0784847,0.592883575,0.657429995
9/17/2006,Colts,Texans,261.2425785,197.8490692,0.670593918,0.673380871
9/18/2006,Jaguars,Steelers,198.6068408,186.7904647,0.58337537,0.577627142
9/24/2006,Patriots,Broncos,231.6510893,207.435669,0.583171097,0.58831392
9/24/2006,Dolphins,Titans,213.5890476,203.7299922,0.590588177,0.516936331
9/24/2006,Browns,Ravens,167.6108114,171.7201053,0.569373149,0.596161337
9/24/2006,Cardinals,Rams,276.6816292,211.1315988,0.605040504,0.623590288
9/24/2006,Texans,Redskins,150.9345748,238.3349296,0.65077529,0.618727625
9/24/2006,Vikings,Bears,202.7211481,197.0505036,0.6058442,0.615640099
9/24/2006,Bills,Jets,159.3233976,194.7569304,0.59280334,0.60015022
9/24/2006,Steelers,Bengals,186.2917721,216.2663021,0.550240906,0.597609063
9/24/2006,Colts,Jaguars,261.56917,207.3799101,0.65325452,0.658831321
9/24/2006,Buccaneers,Panthers,165.1829833,171.8084073,0.58168639,0.601378181
9/24/2006,Lions,Packers,188.1059097,189.3962541,0.64856532,0.573789471
9/24/2006,49ers,Eagles,154.8857791,272.8029744,0.639345925,0.525646024
9/24/2006,Seahawks,Giants,206.9925699,216.2500404,0.556653698,0.682976449
9/25/2006,Saints,Falcons,200.5227238,162.4668837,0.571701987,0.558480568
10/1/2006,Bengals,Patriots,231.046307,220.9000455,0.636978231,0.654375581
10/1/2006,Titans,Cowboys,216.2294309,225.5280954,0.666136199,0.529163787
10/1/2006,Ravens,Chargers,175.6895537,162.960349,0.524210549,0.581761839
10/1/2006,Bills,Vikings,141.5053243,194.6990831,0.617389918,0.601881749
10/1/2006,Texans,Dolphins,158.6301582,268.0007003,0.658335695,0.660232062
10/1/2006,Panthers,Saints,188.4625652,178.3497142,0.563481678,0.582291655
10/1/2006,Raiders,Browns,179.0834765,179.5406988,0.638580183,0.509173993
10/1/2006,Jets,Colts,211.419939,191.7862534,0.572714179,0.600931875
10/1/2006,Falcons,Cardinals,145.3422903,207.5544613,0.579880161,0.543835285
10/1/2006,Redskins,Jaguars,173.4138291,207.1084554,0.541112756,0.576353913
10/1/2006,Bears,Seahawks,179.2222785,188.7931968,0.598554111,0.587690228
10/1/2006,Chiefs,49ers,229.3484901,201.1799197,0.600520895,0.638798711
10/1/2006,Rams,Lions,219.4325863,191.2568557,0.579695236,0.613328826
10/2/2006,Eagles,Packers,259.3090473,220.6638645,0.622801315,0.565694704
10/8/2006,Colts,Titans,273.3445748,186.6137523,0.670334453,0.631702835
10/8/2006,Giants,Redskins,237.8130382,244.6944568,0.585286165,0.571100863
10/8/2006,Patriots,Dolphins,240.175971,227.4567863,0.578646944,0.574350032
10/8/2006,Panthers,Browns,196.4902959,173.4333673,0.566398364,0.587674275
10/8/2006,Packers,Rams,254.3078937,228.553538,0.611944171,0.603808671
10/8/2006,Cardinals,Chiefs,259.7891556,223.9212234,0.593836724,0.634919244
10/8/2006,Chargers,Steelers,201.7938741,178.1435064,0.513102367,0.677415483
10/8/2006,Saints,Buccaneers,217.8006959,178.4262049,0.541939439,0.596072982
10/8/2006,Vikings,Lions,202.8789766,203.6498687,0.583743421,0.627599607
10/8/2006,49ers,Raiders,185.8638414,252.6739532,0.611249322,0.531421158
10/8/2006,Eagles,Cowboys,259.8584413,228.5142706,0.616376041,0.562226659
10/8/2006,Bears,Bills,195.5379872,189.5391454,0.61197339,0.584701417
10/8/2006,Jaguars,Jets,197.0000065,188.1648928,0.540437319,0.606370432
10/9/2006,Broncos,Ravens,178.652833,210.1114354,0.595435413,0.579205799
10/15/2006,Broncos,Raiders,189.3954532,229.1167989,0.589088254,0.565810856
10/15/2006,Buccaneers,Bengals,183.4307751,168.7167236,0.591925787,0.583777135
10/15/2006,Falcons,Giants,140.226763,203.3467384,0.601149899,0.518909931
10/15/2006,49ers,Chargers,169.7856266,244.7540375,0.636510933,0.525654476
10/15/2006,Lions,Bills,221.2495919,245.048763,0.666421965,0.622797287
10/15/2006,Jets,Dolphins,201.1941206,208.1931114,0.590164268,0.628463385
10/15/2006,Ravens,Panthers,180.0374593,168.5677831,0.54543946,0.575971918
10/15/2006,Redskins,Titans,205.131279,213.9617384,0.559217101,0.622726471
10/15/2006,Saints,Eagles,236.9904046,174.6125378,0.557096337,0.613503659
10/15/2006,Rams,Seahawks,243.643698,212.6396657,0.603446045,0.623135163
10/15/2006,Cowboys,Texans,208.6354059,184.6283891,0.560501533,0.574963684
10/15/2006,Steelers,Chiefs,178.3661072,209.8361949,0.582810518,0.570282883
10/16/2006,Cardinals,Bears,244.6933729,213.5318692,0.596815158,0.62912374
10/22/2006,Bills,Patriots,163.0994305,207.6102204,0.617293086,0.604971148
10/22/2006,Browns,Broncos,188.8155896,183.6696837,0.539553897,0.616051212
10/22/2006,Seahawks,Vikings,197.0844641,223.042803,0.581404241,0.628226958
10/22/2006,Bengals,Panthers,214.4247804,211.1587564,0.605900957,0.644870782
10/22/2006,Raiders,Cardinals,156.4696839,166.6789963,0.64790715,0.480789256
10/22/2006,Buccaneers,Eagles,189.9599915,170.5513245,0.602302472,0.589807061
10/22/2006,Dolphins,Packers,201.71538,185.4187182,0.610038577,0.582292216
10/22/2006,Texans,Jaguars,175.3573472,262.301627,0.681810663,0.679295277
10/22/2006,Chiefs,Chargers,217.1780049,179.4317044,0.584436699,0.681119901
10/22/2006,Jets,Lions,180.692979,198.5579005,0.573728606,0.618539364
10/22/2006,Colts,Redskins,264.8939066,186.778596,0.682865033,0.645226807
10/22/2006,Falcons,Steelers,141.092466,196.1115316,0.600414319,0.529439823
10/23/2006,Cowboys,Giants,203.7578932,206.6650929,0.559212062,0.555942087
10/29/2006,Eagles,Jaguars,260.0752283,228.9388656,0.603400756,0.55576697
10/29/2006,Panthers,Cowboys,205.8887424,189.2168411,0.584583085,0.606862404
10/29/2006,Giants,Buccaneers,234.4654435,200.506532,0.582690198,0.601574103
10/29/2006,Browns,Jets,181.6519647,178.7101812,0.556051654,0.613730286
10/29/2006,Raiders,Steelers,154.9108051,155.0775679,0.642950403,0.481121527
10/29/2006,Saints,Ravens,225.8454181,180.7948756,0.569290054,0.6168569
10/29/2006,Bengals,Falcons,220.6546634,207.3013414,0.604126856,0.644372334
10/29/2006,Titans,Texans,192.4247441,200.0903226,0.657827412,0.519426406
10/29/2006,Packers,Cardinals,244.4083455,230.2837585,0.606145158,0.583701589
10/29/2006,Broncos,Colts,167.7819722,210.2603069,0.578331395,0.562319846
10/29/2006,Chiefs,Seahawks,211.1513203,186.0193121,0.620639651,0.655201737
10/29/2006,Chargers,Rams,214.9938147,175.7382612,0.54822987,0.671500952
10/29/2006,Bears,49ers,200.2958612,171.5641992,0.580815831,0.584893341
10/30/2006,Vikings,Patriots,210.2465694,200.682572,0.593921957,0.638754568
11/5/2006,49ers,Vikings,170.4885657,247.0585149,0.63735857,0.571388978
11/5/2006,Bears,Dolphins,193.7380952,176.9581836,0.577818982,0.558815543
11/5/2006,Giants,Texans,225.6392793,210.064138,0.579632085,0.584948298
11/5/2006,Buccaneers,Saints,174.0880497,196.9253723,0.612450463,0.575191231
11/5/2006,Rams,Chiefs,248.3087897,214.0879012,0.591382425,0.628680809
11/5/2006,Patriots,Colts,209.5329979,217.7583198,0.591715679,0.575642839
11/5/2006,Steelers,Broncos,219.4804489,209.4075382,0.582186899,0.627343829
11/5/2006,Redskins,Cowboys,184.0492889,214.2705023,0.573144077,0.60411324
11/5/2006,Bills,Packers,164.6532857,215.1431141,0.624584403,0.609654996
11/5/2006,Ravens,Bengals,181.7571544,184.7281229,0.555091224,0.570145976
11/5/2006,Lions,Falcons,225.7949241,229.7461169,0.673817946,0.622843357
